data,regiao,estado,categoria,vendedor,receita,qtd_itens,meta
2024-10-26,Sudeste,SP,Esportes & Lazer,Gustavo Pereira,401.47,2,585.37
2024-10-26,Sudeste,ES,Roupas & Calçados,Gustavo Pereira,72.99,3,97.82
2024-10-26,Sudeste,RJ,Alimentos & Bebidas,Carlos Lima,183.25,3,220.09
2024-10-26,Centro-Oeste,MS,Casa & Jardim,Gustavo Pereira,657.34,6,712.69
2024-10-26,Sul,RS,Casa & Jardim,Gustavo Pereira,581.49,2,647.46
2024-10-27,Sul,PR,Alimentos & Bebidas,Helena Martins,118.49,2,115.63
2024-10-27,Sudeste,SP,Esportes & Lazer,Carlos Lima,84.04,5,119.14
2024-10-27,Sudeste,MG,Esportes & Lazer,Ana Silva,398.33,1,515.08
2024-10-27,Sul,PR,Eletrônicos,Eduardo Rocha,1873.6,2,2335.49
2024-10-27,Sudeste,RJ,Casa & Jardim,Fernanda Alves,606.64,1,734.34
2024-10-27,Nordeste,MA,Casa & Jardim,Helena Martins,695.26,5,736.93
2024-10-28,Norte,PA,Eletrônicos,Gustavo Pereira,496.49,2,537.34
2024-10-28,Sudeste,MG,Eletrônicos,Fernanda Alves,1841.99,1,2868.79
2024-10-28,Sudeste,RJ,Roupas & Calçados,Bruno Costa,304.39,6,367.75
2024-10-28,Sul,SC,Eletrônicos,Eduardo Rocha,1062.29,1,1375.11
2024-10-28,Sudeste,MG,Eletrônicos,Helena Martins,3430.88,3,4774.57
2024-10-28,Sudeste,ES,Roupas & Calçados,Gustavo Pereira,154.33,4,192.16
2024-10-28,Sul,SC,Roupas & Calçados,Gustavo Pereira,343.28,2,418.63
2024-10-28,Sudeste,RJ,Roupas & Calçados,Helena Martins,89.75,1,113.07
2024-10-28,Sudeste,RJ,Roupas & Calçados,Bruno Costa,260.76,1,375.7
2024-10-28,Sudeste,ES,Casa & Jardim,Eduardo Rocha,112.67,6,128.9
2024-10-29,Sul,RS,Eletrônicos,Bruno Costa,3312.18,1,4306.96
2024-10-29,Sudeste,SP,Eletrônicos,Gustavo Pereira,1186.71,2,1738.51
2024-10-29,Sudeste,SP,Eletrônicos,Helena Martins,1356.37,2,2177.57
2024-10-29,Nordeste,MA,Casa & Jardim,Fernanda Alves,144.48,6,148.24
2024-10-29,Norte,TO,Casa & Jardim,Ana Silva,542.81,1,528.06
2024-10-29,Nordeste,BA,Esportes & Lazer,Fernanda Alves,325.36,5,401.86
2024-10-29,Sudeste,RJ,Roupas & Calçados,Ana Silva,440.56,2,558.89
2024-10-29,Nordeste,BA,Casa & Jardim,Gustavo Pereira,386.57,5,434.51
2024-10-29,Sul,RS,Alimentos & Bebidas,Bruno Costa,52.21,5,49.92
2024-10-29,Sudeste,MG,Eletrônicos,Carlos Lima,2535.76,6,3625.37
2024-10-29,Norte,RO,Alimentos & Bebidas,Eduardo Rocha,128.86,3,100.92
2024-10-29,Sudeste,RJ,Alimentos & Bebidas,Helena Martins,139.33,1,170.66
2024-10-29,Sul,SC,Roupas & Calçados,Fernanda Alves,224.79,5,290.96
2024-10-30,Nordeste,MA,Esportes & Lazer,Diana Santos,371.09,3,425.93
2024-10-30,Norte,PA,Esportes & Lazer,Diana Santos,606.98,1,644.5
2024-10-30,Sudeste,RJ,Eletrônicos,Fernanda Alves,3055.91,6,4777.12
2024-10-30,Sudeste,ES,Alimentos & Bebidas,Ana Silva,127.93,4,131.67
2024-10-30,Centro-Oeste,DF,Roupas & Calçados,Ana Silva,378.53,4,427.93
2024-10-31,Sudeste,ES,Alimentos & Bebidas,Diana Santos,187.96,5,197.26
2024-10-31,Sudeste,RJ,Roupas & Calçados,Ana Silva,250.89,6,326.83
2024-10-31,Nordeste,CE,Alimentos & Bebidas,Ana Silva,162.13,4,150.47
2024-10-31,Nordeste,CE,Roupas & Calçados,Eduardo Rocha,98.9,3,111.74
2024-10-31,Sul,PR,Casa & Jardim,Ana Silva,154.84,4,162.47
2024-10-31,Sudeste,RJ,Roupas & Calçados,Ana Silva,45.89,2,64.0
2024-10-31,Nordeste,CE,Eletrônicos,Helena Martins,832.79,5,1138.57
2024-10-31,Centro-Oeste,MS,Casa & Jardim,Bruno Costa,478.91,1,523.97
2024-11-01,Sudeste,MG,Esportes & Lazer,Bruno Costa,331.54,6,413.33
2024-11-01,Sudeste,ES,Eletrônicos,Gustavo Pereira,1546.42,4,2444.5
2024-11-01,Sudeste,RJ,Eletrônicos,Diana Santos,1642.38,1,2596.17
2024-11-01,Sudeste,MG,Alimentos & Bebidas,Eduardo Rocha,193.02,3,223.41
2024-11-01,Sudeste,SP,Esportes & Lazer,Fernanda Alves,211.01,6,266.8
2024-11-01,Sudeste,MG,Roupas & Calçados,Bruno Costa,409.66,5,582.02
2024-11-01,Sudeste,MG,Alimentos & Bebidas,Diana Santos,122.94,3,149.64
2024-11-01,Sudeste,MG,Roupas & Calçados,Bruno Costa,414.28,5,546.26
2024-11-01,Sudeste,SP,Roupas & Calçados,Helena Martins,319.34,3,458.06
2024-11-01,Sudeste,ES,Eletrônicos,Bruno Costa,3410.76,4,4731.86
2024-11-01,Sudeste,MG,Roupas & Calçados,Helena Martins,287.5,2,391.13
2024-11-01,Sudeste,ES,Eletrônicos,Ana Silva,1379.89,2,1988.96
2024-11-01,Nordeste,BA,Esportes & Lazer,Gustavo Pereira,271.46,6,341.87
2024-11-01,Sudeste,ES,Roupas & Calçados,Diana Santos,452.29,4,600.78
2024-11-01,Sudeste,MG,Eletrônicos,Carlos Lima,3366.25,2,4910.37
2024-11-01,Sul,SC,Casa & Jardim,Eduardo Rocha,611.64,6,754.61
2024-11-01,Sul,PR,Casa & Jardim,Bruno Costa,277.83,4,291.06
2024-11-02,Norte,AM,Casa & Jardim,Fernanda Alves,163.14,4,162.06
2024-11-02,Sudeste,MG,Alimentos & Bebidas,Eduardo Rocha,232.15,4,264.97
2024-11-02,Centro-Oeste,MT,Esportes & Lazer,Bruno Costa,707.7,4,844.86
2024-11-02,Sudeste,RJ,Esportes & Lazer,Diana Santos,681.4,6,1002.27
2024-11-02,Norte,TO,Esportes & Lazer,Diana Santos,572.24,3,594.22
2024-11-02,Nordeste,CE,Eletrônicos,Helena Martins,2391.42,1,3244.09
2024-11-02,Centro-Oeste,MT,Roupas & Calçados,Carlos Lima,338.19,6,363.01
2024-11-02,Sudeste,RJ,Alimentos & Bebidas,Carlos Lima,110.19,3,121.09
2024-11-02,Sudeste,RJ,Alimentos & Bebidas,Carlos Lima,113.98,4,129.31
2024-11-02,Sudeste,ES,Casa & Jardim,Diana Santos,153.29,2,196.77
2024-11-02,Centro-Oeste,DF,Alimentos & Bebidas,Helena Martins,200.62,6,180.97
2024-11-02,Nordeste,MA,Roupas & Calçados,Helena Martins,82.56,2,94.41
2024-11-02,Sul,RS,Casa & Jardim,Helena Martins,707.43,5,821.02
2024-11-02,Norte,RO,Roupas & Calçados,Eduardo Rocha,482.49,6,439.34
2024-11-02,Sudeste,SP,Esportes & Lazer,Fernanda Alves,916.48,1,1285.87
2024-11-02,Norte,PA,Roupas & Calçados,Gustavo Pereira,266.63,3,266.71
2024-11-02,Sudeste,RJ,Roupas & Calçados,Helena Martins,479.4,1,571.82
2024-11-02,Nordeste,CE,Alimentos & Bebidas,Eduardo Rocha,148.74,5,141.65
2024-11-02,Centro-Oeste,GO,Roupas & Calçados,Ana Silva,286.31,2,315.41
2024-11-02,Sudeste,RJ,Casa & Jardim,Diana Santos,361.62,1,470.71
2024-11-02,Sudeste,MG,Eletrônicos,Fernanda Alves,2646.22,4,4198.33
2024-11-02,Sudeste,RJ,Eletrônicos,Diana Santos,640.68,3,1008.91
2024-11-03,Sudeste,MG,Esportes & Lazer,Eduardo Rocha,623.87,2,908.48
2024-11-03,Sudeste,ES,Eletrônicos,Fernanda Alves,2578.46,6,3695.88
2024-11-03,Sudeste,ES,Roupas & Calçados,Carlos Lima,372.95,5,492.34
2024-11-03,Norte,PA,Casa & Jardim,Eduardo Rocha,32.59,5,30.05
2024-11-03,Centro-Oeste,DF,Roupas & Calçados,Carlos Lima,225.75,4,222.4
2024-11-03,Norte,PA,Eletrônicos,Carlos Lima,1663.17,4,1853.74
2024-11-03,Nordeste,PE,Alimentos & Bebidas,Gustavo Pereira,95.89,2,96.77
2024-11-03,Sul,RS,Eletrônicos,Gustavo Pereira,2637.36,6,3301.16
2024-11-03,Norte,TO,Roupas & Calçados,Eduardo Rocha,52.71,5,47.96
2024-11-03,Sudeste,MG,Roupas & Calçados,Ana Silva,271.38,5,384.2
2024-11-03,Sul,SC,Roupas & Calçados,Eduardo Rocha,267.07,5,342.64
2024-11-03,Nordeste,PE,Eletrônicos,Fernanda Alves,3071.46,1,3959.87
2024-11-03,Sudeste,MG,Casa & Jardim,Bruno Costa,46.64,4,58.31
2024-11-03,Sudeste,MG,Alimentos & Bebidas,Bruno Costa,32.75,1,38.6
2024-11-03,Sudeste,RJ,Alimentos & Bebidas,Helena Martins,82.05,4,101.0
2024-11-03,Centro-Oeste,GO,Roupas & Calçados,Carlos Lima,289.33,2,287.09
2024-11-03,Sudeste,RJ,Alimentos & Bebidas,Fernanda Alves,161.82,4,195.36
2024-11-03,Sudeste,RJ,Eletrônicos,Fernanda Alves,3329.48,5,4695.1
2024-11-03,Sul,RS,Alimentos & Bebidas,Carlos Lima,193.84,1,199.28
2024-11-04,Sudeste,ES,Esportes & Lazer,Carlos Lima,265.32,6,345.85
2024-11-04,Sudeste,ES,Esportes & Lazer,Bruno Costa,295.16,6,432.65
2024-11-04,Nordeste,MA,Roupas & Calçados,Bruno Costa,88.81,3,89.31
2024-11-04,Norte,RO,Alimentos & Bebidas,Gustavo Pereira,64.07,2,51.36
2024-11-04,Nordeste,PE,Eletrônicos,Ana Silva,1967.47,1,2666.44
2024-11-04,Sudeste,RJ,Roupas & Calçados,Fernanda Alves,161.92,3,231.68
2024-11-04,Sudeste,RJ,Alimentos & Bebidas,Diana Santos,224.36,5,278.66
2024-11-04,Sul,SC,Eletrônicos,Bruno Costa,1026.92,1,1394.49
2024-11-04,Sudeste,MG,Eletrônicos,Ana Silva,357.27,4,552.25
2024-11-04,Nordeste,MA,Esportes & Lazer,Fernanda Alves,903.58,3,1071.8
2024-11-04,Sudeste,SP,Casa & Jardim,Carlos Lima,110.34,2,139.3
2024-11-04,Sudeste,ES,Roupas & Calçados,Ana Silva,266.03,3,377.86
2024-11-04,Sul,SC,Roupas & Calçados,Gustavo Pereira,390.22,6,438.87
2024-11-04,Sudeste,MG,Roupas & Calçados,Carlos Lima,391.65,3,546.88
2024-11-04,Nordeste,CE,Eletrônicos,Helena Martins,2582.86,1,3299.93
2024-11-04,Sudeste,ES,Roupas & Calçados,Eduardo Rocha,219.19,2,273.72
2024-11-04,Norte,TO,Roupas & Calçados,Gustavo Pereira,335.7,3,347.27
2024-11-04,Sudeste,RJ,Eletrônicos,Diana Santos,333.45,4,465.27
2024-11-04,Nordeste,BA,Eletrônicos,Ana Silva,2219.43,1,2699.5
2024-11-04,Nordeste,PE,Eletrônicos,Carlos Lima,1208.61,3,1657.72
2024-11-05,Nordeste,MA,Esportes & Lazer,Gustavo Pereira,783.04,5,815.6
2024-11-05,Sudeste,MG,Eletrônicos,Eduardo Rocha,2010.76,4,3261.5
2024-11-05,Sudeste,ES,Roupas & Calçados,Helena Martins,354.2,3,452.41
2024-11-05,Sudeste,MG,Roupas & Calçados,Diana Santos,159.55,1,194.75
2024-11-05,Centro-Oeste,GO,Casa & Jardim,Ana Silva,366.35,6,365.37
2024-11-05,Nordeste,MA,Eletrônicos,Helena Martins,1871.64,4,2114.82
2024-11-05,Centro-Oeste,DF,Eletrônicos,Gustavo Pereira,234.08,2,286.04
2024-11-05,Sudeste,ES,Casa & Jardim,Bruno Costa,53.92,2,61.83
2024-11-05,Sul,SC,Roupas & Calçados,Gustavo Pereira,489.06,4,621.9
2024-11-05,Centro-Oeste,MT,Alimentos & Bebidas,Ana Silva,69.84,5,62.67
2024-11-05,Norte,AM,Roupas & Calçados,Bruno Costa,371.26,4,390.17
2024-11-05,Centro-Oeste,MT,Roupas & Calçados,Carlos Lima,240.91,3,259.19
2024-11-05,Nordeste,CE,Eletrônicos,Bruno Costa,1188.43,6,1528.7
2024-11-05,Sul,RS,Eletrônicos,Bruno Costa,2945.49,2,4297.11
2024-11-05,Sudeste,SP,Esportes & Lazer,Eduardo Rocha,1030.57,6,1548.41
2024-11-05,Sudeste,MG,Alimentos & Bebidas,Helena Martins,75.83,5,79.19
2024-11-05,Centro-Oeste,MS,Eletrônicos,Eduardo Rocha,2117.75,6,2361.48
2024-11-05,Sul,PR,Eletrônicos,Fernanda Alves,1531.11,4,2049.23
2024-11-05,Centro-Oeste,DF,Eletrônicos,Carlos Lima,1336.5,4,1694.07
2024-11-05,Norte,RO,Eletrônicos,Carlos Lima,1629.45,4,1828.34
2024-11-05,Sudeste,RJ,Esportes & Lazer,Diana Santos,988.87,6,1368.46
2024-11-05,Sul,PR,Roupas & Calçados,Diana Santos,286.22,5,334.7
2024-11-05,Sudeste,RJ,Esportes & Lazer,Bruno Costa,860.82,4,1245.93
2024-11-06,Sudeste,SP,Roupas & Calçados,Helena Martins,428.61,5,611.42
2024-11-06,Nordeste,BA,Roupas & Calçados,Fernanda Alves,337.82,4,363.29
2024-11-06,Norte,AM,Casa & Jardim,Fernanda Alves,422.83,3,414.33
2024-11-06,Sudeste,RJ,Roupas & Calçados,Bruno Costa,56.82,4,68.02
2024-11-06,Sudeste,SP,Eletrônicos,Gustavo Pereira,1333.9,5,1830.34
2024-11-06,Sudeste,ES,Roupas & Calçados,Gustavo Pereira,293.75,5,422.34
2024-11-06,Centro-Oeste,GO,Roupas & Calçados,Fernanda Alves,421.76,2,428.11
2024-11-06,Sudeste,SP,Esportes & Lazer,Carlos Lima,210.07,2,275.13
2024-11-06,Sul,PR,Alimentos & Bebidas,Helena Martins,54.29,4,58.77
2024-11-06,Sudeste,SP,Casa & Jardim,Helena Martins,289.33,1,378.75
2024-11-06,Sul,RS,Alimentos & Bebidas,Carlos Lima,211.25,3,226.52
2024-11-06,Nordeste,MA,Roupas & Calçados,Eduardo Rocha,471.37,2,550.0
2024-11-06,Sul,SC,Roupas & Calçados,Carlos Lima,109.79,4,138.92
2024-11-06,Sul,SC,Eletrônicos,Carlos Lima,3284.5,4,4683.31
2024-11-06,Norte,PA,Alimentos & Bebidas,Diana Santos,59.07,3,51.26
2024-11-06,Nordeste,MA,Casa & Jardim,Gustavo Pereira,30.89,4,34.11
2024-11-06,Sudeste,ES,Casa & Jardim,Carlos Lima,385.8,3,485.35
2024-11-06,Nordeste,MA,Roupas & Calçados,Bruno Costa,221.52,1,221.63
2024-11-06,Sul,RS,Alimentos & Bebidas,Carlos Lima,145.62,2,153.06
2024-11-06,Sul,RS,Casa & Jardim,Fernanda Alves,36.1,6,38.58
2024-11-06,Sudeste,RJ,Alimentos & Bebidas,Gustavo Pereira,98.83,3,103.12
2024-11-06,Sul,SC,Roupas & Calçados,Carlos Lima,461.87,5,609.71
2024-11-06,Centro-Oeste,GO,Roupas & Calçados,Fernanda Alves,62.54,2,65.16
2024-11-07,Sudeste,ES,Casa & Jardim,Bruno Costa,595.66,4,681.6
2024-11-07,Sudeste,SP,Eletrônicos,Carlos Lima,3294.97,2,4793.06
2024-11-07,Sudeste,SP,Alimentos & Bebidas,Diana Santos,101.08,3,126.43
2024-11-07,Sul,PR,Roupas & Calçados,Ana Silva,246.5,4,280.58
2024-11-07,Nordeste,MA,Alimentos & Bebidas,Diana Santos,177.9,1,182.37
2024-11-07,Sul,PR,Casa & Jardim,Eduardo Rocha,160.43,2,170.29
2024-11-07,Norte,AM,Esportes & Lazer,Bruno Costa,803.39,6,755.61
2024-11-07,Nordeste,CE,Alimentos & Bebidas,Ana Silva,73.49,4,68.93
2024-11-07,Centro-Oeste,GO,Casa & Jardim,Gustavo Pereira,553.26,4,574.27
2024-11-07,Centro-Oeste,MS,Casa & Jardim,Bruno Costa,323.48,6,310.6
2024-11-07,Centro-Oeste,MT,Roupas & Calçados,Helena Martins,357.7,4,385.95
2024-11-07,Sul,SC,Eletrônicos,Bruno Costa,3015.06,2,4049.51
2024-11-07,Nordeste,BA,Casa & Jardim,Bruno Costa,632.41,5,669.89
2024-11-07,Sudeste,SP,Eletrônicos,Fernanda Alves,3318.58,6,4735.69
2024-11-07,Sudeste,SP,Roupas & Calçados,Fernanda Alves,331.9,3,451.72
2024-11-07,Centro-Oeste,DF,Alimentos & Bebidas,Fernanda Alves,171.74,5,141.9
2024-11-07,Sul,PR,Esportes & Lazer,Bruno Costa,111.1,3,143.67
2024-11-07,Centro-Oeste,DF,Eletrônicos,Bruno Costa,1126.2,5,1283.85
2024-11-07,Nordeste,MA,Casa & Jardim,Ana Silva,648.89,1,674.63
2024-11-07,Sudeste,MG,Casa & Jardim,Gustavo Pereira,714.18,3,872.84
2024-11-07,Centro-Oeste,GO,Roupas & Calçados,Diana Santos,377.82,3,359.28
2024-11-07,Centro-Oeste,GO,Eletrônicos,Diana Santos,947.09,4,1110.77
2024-11-07,Sul,PR,Eletrônicos,Carlos Lima,3179.57,1,4245.26
2024-11-08,Sul,SC,Eletrônicos,Diana Santos,2988.13,2,4172.48
2024-11-08,Sudeste,RJ,Eletrônicos,Eduardo Rocha,1689.12,5,2539.28
2024-11-08,Sudeste,ES,Casa & Jardim,Helena Martins,86.34,3,103.76
2024-11-08,Centro-Oeste,MS,Roupas & Calçados,Eduardo Rocha,206.74,1,204.78
2024-11-08,Nordeste,MA,Roupas & Calçados,Gustavo Pereira,346.71,6,389.93
2024-11-08,Sul,RS,Alimentos & Bebidas,Diana Santos,38.07,4,40.18
2024-11-08,Sul,RS,Alimentos & Bebidas,Carlos Lima,78.52,3,82.19
2024-11-08,Norte,RO,Esportes & Lazer,Eduardo Rocha,978.81,6,1016.57
2024-11-08,Sudeste,SP,Casa & Jardim,Eduardo Rocha,620.37,2,816.11
2024-11-08,Sudeste,ES,Roupas & Calçados,Ana Silva,283.36,6,372.69
2024-11-08,Sudeste,MG,Alimentos & Bebidas,Helena Martins,117.65,5,137.0
2024-11-08,Centro-Oeste,MS,Alimentos & Bebidas,Carlos Lima,202.14,3,191.38
2024-11-08,Nordeste,CE,Roupas & Calçados,Carlos Lima,403.65,5,486.64
2024-11-08,Sul,RS,Alimentos & Bebidas,Helena Martins,195.12,3,197.98
2024-11-08,Sudeste,MG,Alimentos & Bebidas,Bruno Costa,21.1,3,22.46
2024-11-08,Sul,SC,Casa & Jardim,Fernanda Alves,176.09,1,219.0
2024-11-08,Sul,RS,Eletrônicos,Fernanda Alves,2433.29,5,3401.91
2024-11-08,Sudeste,MG,Casa & Jardim,Eduardo Rocha,328.71,2,435.29
2024-11-08,Sul,SC,Esportes & Lazer,Eduardo Rocha,953.43,5,1117.63
2024-11-08,Sudeste,MG,Casa & Jardim,Diana Santos,594.85,4,711.52
2024-11-08,Nordeste,MA,Esportes & Lazer,Gustavo Pereira,675.06,2,835.84
2024-11-08,Sul,RS,Casa & Jardim,Ana Silva,659.65,4,787.84
2024-11-08,Sudeste,RJ,Eletrônicos,Gustavo Pereira,1708.68,1,2514.84
2024-11-08,Sudeste,RJ,Casa & Jardim,Carlos Lima,418.37,1,526.76
2024-11-09,Nordeste,PE,Roupas & Calçados,Bruno Costa,278.02,4,333.54
2024-11-09,Sul,RS,Alimentos & Bebidas,Bruno Costa,242.98,1,237.44
2024-11-09,Sudeste,RJ,Eletrônicos,Fernanda Alves,2125.82,5,2940.32
2024-11-09,Sudeste,MG,Eletrônicos,Diana Santos,2698.99,5,3826.16
2024-11-09,Centro-Oeste,MS,Casa & Jardim,Bruno Costa,484.41,2,500.63
2024-11-09,Sudeste,RJ,Roupas & Calçados,Bruno Costa,170.06,4,244.71
2024-11-09,Sul,SC,Alimentos & Bebidas,Gustavo Pereira,221.18,1,214.32
2024-11-09,Sudeste,RJ,Eletrônicos,Carlos Lima,3379.12,2,4689.65
2024-11-09,Nordeste,MA,Eletrônicos,Gustavo Pereira,842.35,2,1122.33
2024-11-09,Sul,RS,Roupas & Calçados,Gustavo Pereira,340.32,3,382.04
2024-11-09,Sudeste,ES,Roupas & Calçados,Carlos Lima,390.43,6,518.87
2024-11-09,Sul,RS,Alimentos & Bebidas,Gustavo Pereira,181.72,4,207.86
2024-11-09,Centro-Oeste,DF,Alimentos & Bebidas,Diana Santos,104.18,4,103.04
2024-11-09,Sudeste,SP,Eletrônicos,Gustavo Pereira,1721.84,4,2399.74
2024-11-09,Sul,RS,Alimentos & Bebidas,Gustavo Pereira,208.11,1,228.56
2024-11-09,Sul,SC,Roupas & Calçados,Fernanda Alves,320.14,6,394.15
2024-11-09,Sul,RS,Roupas & Calçados,Diana Santos,166.2,5,187.73
2024-11-09,Sudeste,RJ,Esportes & Lazer,Ana Silva,625.87,6,872.6
2024-11-09,Nordeste,PE,Roupas & Calçados,Eduardo Rocha,238.16,6,265.31
2024-11-09,Norte,RO,Casa & Jardim,Ana Silva,347.63,1,336.09
2024-11-09,Sudeste,RJ,Esportes & Lazer,Gustavo Pereira,732.33,4,999.26
2024-11-10,Nordeste,CE,Esportes & Lazer,Helena Martins,1134.46,6,1216.04
2024-11-10,Nordeste,MA,Eletrônicos,Fernanda Alves,1293.53,3,1556.68
2024-11-10,Centro-Oeste,DF,Esportes & Lazer,Bruno Costa,497.11,4,571.65
2024-11-10,Sudeste,ES,Eletrônicos,Helena Martins,2552.35,3,3669.96
2024-11-10,Nordeste,MA,Eletrônicos,Ana Silva,2332.32,4,3029.56
2024-11-10,Sul,SC,Eletrônicos,Eduardo Rocha,3011.77,2,3816.86
2024-11-10,Centro-Oeste,MS,Alimentos & Bebidas,Ana Silva,44.41,3,40.62
2024-11-10,Sudeste,MG,Roupas & Calçados,Gustavo Pereira,342.98,2,435.01
2024-11-10,Centro-Oeste,DF,Esportes & Lazer,Eduardo Rocha,279.13,1,329.36
2024-11-10,Norte,AM,Eletrônicos,Carlos Lima,1768.87,3,1937.94
2024-11-10,Sudeste,SP,Alimentos & Bebidas,Eduardo Rocha,170.36,6,193.16
2024-11-10,Nordeste,MA,Casa & Jardim,Helena Martins,162.62,3,162.42
2024-11-10,Sudeste,ES,Esportes & Lazer,Fernanda Alves,837.37,2,1166.41
2024-11-10,Norte,RO,Casa & Jardim,Eduardo Rocha,356.52,1,343.75
2024-11-10,Sul,RS,Eletrônicos,Fernanda Alves,3460.82,3,5105.39
2024-11-10,Centro-Oeste,MT,Casa & Jardim,Diana Santos,244.15,4,240.08
2024-11-10,Nordeste,MA,Alimentos & Bebidas,Helena Martins,171.48,1,149.09
2024-11-10,Sudeste,RJ,Casa & Jardim,Carlos Lima,98.42,6,129.32
2024-11-10,Sudeste,SP,Alimentos & Bebidas,Fernanda Alves,234.37,5,253.01
2024-11-10,Sudeste,MG,Alimentos & Bebidas,Carlos Lima,197.28,1,227.05
2024-11-10,Sudeste,SP,Esportes & Lazer,Helena Martins,533.07,1,735.06
2024-11-10,Nordeste,MA,Eletrônicos,Diana Santos,342.12,5,435.06
2024-11-10,Sudeste,ES,Eletrônicos,Eduardo Rocha,2083.92,2,2869.47
2024-11-10,Norte,RO,Roupas & Calçados,Gustavo Pereira,290.04,1,256.52
2024-11-11,Centro-Oeste,MS,Eletrônicos,Helena Martins,423.44,1,532.34
2024-11-11,Nordeste,CE,Eletrônicos,Diana Santos,692.21,5,828.39
2024-11-11,Nordeste,MA,Esportes & Lazer,Fernanda Alves,445.06,1,491.64
2024-11-11,Sul,PR,Casa & Jardim,Fernanda Alves,404.0,4,485.08
2024-11-11,Sudeste,RJ,Esportes & Lazer,Eduardo Rocha,616.39,4,809.93
2024-11-11,Sul,SC,Roupas & Calçados,Diana Santos,236.59,2,293.94
2024-11-11,Sudeste,RJ,Roupas & Calçados,Fernanda Alves,113.84,3,147.19
2024-11-11,Norte,AM,Eletrônicos,Eduardo Rocha,3250.82,5,3711.57
2024-11-11,Sul,PR,Roupas & Calçados,Eduardo Rocha,344.27,6,412.06
2024-11-11,Norte,AM,Casa & Jardim,Bruno Costa,31.44,3,30.23
2024-11-11,Nordeste,CE,Eletrônicos,Eduardo Rocha,2845.73,1,3805.96
2024-11-11,Sudeste,RJ,Eletrônicos,Diana Santos,724.26,2,1007.3
2024-11-11,Sul,RS,Roupas & Calçados,Gustavo Pereira,223.8,4,274.55
2024-11-11,Nordeste,CE,Roupas & Calçados,Gustavo Pereira,345.3,1,366.88
2024-11-11,Centro-Oeste,MS,Eletrônicos,Eduardo Rocha,1318.77,4,1568.71
2024-11-11,Sudeste,RJ,Casa & Jardim,Carlos Lima,693.43,6,815.67
2024-11-11,Sudeste,ES,Casa & Jardim,Eduardo Rocha,417.26,4,572.44
2024-11-11,Norte,AM,Eletrônicos,Fernanda Alves,2539.35,5,2735.06
2024-11-11,Centro-Oeste,MT,Casa & Jardim,Fernanda Alves,252.93,3,233.2
2024-11-11,Sudeste,SP,Roupas & Calçados,Helena Martins,103.04,5,138.58
2024-11-12,Sul,RS,Roupas & Calçados,Fernanda Alves,108.26,5,131.25
2024-11-12,Sudeste,SP,Alimentos & Bebidas,Gustavo Pereira,22.89,3,26.45
2024-11-12,Centro-Oeste,DF,Roupas & Calçados,Helena Martins,432.13,1,430.61
2024-11-12,Sul,SC,Roupas & Calçados,Bruno Costa,176.66,5,220.89
2024-11-12,Sul,SC,Casa & Jardim,Bruno Costa,629.32,2,743.55
2024-11-12,Sul,PR,Alimentos & Bebidas,Eduardo Rocha,161.48,4,176.97
2024-11-12,Sudeste,SP,Eletrônicos,Eduardo Rocha,2480.75,2,3873.57
2024-11-12,Sudeste,MG,Alimentos & Bebidas,Eduardo Rocha,33.69,4,37.33
2024-11-12,Centro-Oeste,GO,Alimentos & Bebidas,Carlos Lima,127.07,2,106.56
2024-11-12,Sudeste,SP,Casa & Jardim,Gustavo Pereira,765.46,4,878.99
2024-11-12,Sul,RS,Esportes & Lazer,Ana Silva,1150.85,2,1485.96
2024-11-12,Sudeste,RJ,Eletrônicos,Helena Martins,2268.87,2,3495.5
2024-11-13,Norte,TO,Esportes & Lazer,Helena Martins,678.15,1,714.55
2024-11-13,Nordeste,MA,Alimentos & Bebidas,Eduardo Rocha,152.83,1,154.94
2024-11-13,Sudeste,RJ,Casa & Jardim,Diana Santos,533.14,6,706.99
2024-11-13,Centro-Oeste,MT,Alimentos & Bebidas,Bruno Costa,214.76,3,191.79
2024-11-13,Sudeste,ES,Alimentos & Bebidas,Eduardo Rocha,243.12,5,293.58
2024-11-13,Nordeste,MA,Casa & Jardim,Carlos Lima,521.39,1,533.89
2024-11-13,Sudeste,MG,Roupas & Calçados,Bruno Costa,249.74,5,342.43
2024-11-13,Sudeste,SP,Alimentos & Bebidas,Fernanda Alves,30.34,5,36.73
2024-11-13,Sudeste,MG,Esportes & Lazer,Carlos Lima,1029.88,3,1304.39
2024-11-13,Sudeste,RJ,Esportes & Lazer,Eduardo Rocha,1120.83,6,1673.49
2024-11-13,Nordeste,MA,Casa & Jardim,Bruno Costa,75.97,6,83.86
2024-11-13,Nordeste,CE,Alimentos & Bebidas,Bruno Costa,178.03,1,178.89
2024-11-13,Nordeste,PE,Esportes & Lazer,Carlos Lima,426.23,4,476.52
2024-11-13,Nordeste,CE,Roupas & Calçados,Fernanda Alves,382.11,2,419.28
2024-11-13,Sudeste,SP,Roupas & Calçados,Helena Martins,164.26,1,234.3
2024-11-13,Norte,RO,Casa & Jardim,Bruno Costa,571.68,6,518.95
2024-11-13,Centro-Oeste,MS,Eletrônicos,Gustavo Pereira,2189.22,2,2685.55
2024-11-13,Sudeste,ES,Roupas & Calçados,Helena Martins,189.35,2,255.26
